user_id	user_ground_truths	user_top_k_prediction
30730	[26817, 35974, 15476, 36808, 12676, 12644, 14925, 33445, 7883, 31458, 9160, 10103, 22410, 26814, 4962, 14920, 7249, 32110, 13576, 26813, 4953, 22277, 14933, 27971, 22178, 31494, 30641, 11437, 20194, 1532, 33697, 14402]	[30641, 14436, 9501, 13609, 21623, 15476, 31494, 33697, 20194, 10463, 14920, 3087, 22277, 21624, 10508, 4504, 13038, 9278, 8667, 11437, 11894, 12119, 31458, 34613, 12676, 4953, 15463, 9569, 3245, 1826, 10486, 797, 14933, 27975, 22178, 26814, 7442, 14945, 25860, 28902, 4509, 19709, 23285, 13033, 33909, 31788, 14925, 14582, 32431, 29120, 15054, 15413, 36808, 7438, 26760, 15512, 33667, 5339, 15457, 15446, 24039, 3626, 21352, 12330, 33066, 28430, 14397, 3518, 7162, 10465, 35974, 33445, 7249, 7261, 20510, 21625, 15059, 14402, 27882, 22410, 6659, 2959, 26817, 27888, 6797, 10752, 15454, 34722, 7883, 35798, 33668, 8757, 4962, 5361, 22234, 8329, 21341, 8331, 26813, 27971]
30731	[4338, 9761, 9461, 13168, 2590, 11242, 14787, 1090, 12005, 14577, 918, 2341, 2379, 15275, 2314, 23550, 13448, 33349, 37578, 26105, 17650, 4015, 29721, 37122, 14718, 9459, 12647, 37537, 6263, 1089, 1715]	[2248, 6263, 11879, 1696, 14577, 14718, 12135, 23550, 12857, 2201, 2341, 2440, 9459, 2421, 2590, 4338, 2531, 14469, 2283, 2389, 1816, 3294, 14787, 14730, 13448, 1090, 25329, 1799, 8347, 9909, 2366, 11980, 14823, 37578, 2564, 2315, 1701, 29721, 2275, 11237, 1943, 4015, 902, 2537, 2285, 2445, 31907, 9761, 2303, 31976, 23139, 13168, 26095, 37122, 33821, 12647, 14755, 2511, 9461, 2185, 1638, 1089, 930, 2299, 2321, 3218, 33838, 8917, 20449, 12140, 1910, 14463, 7263, 2314, 13482, 2198, 10990, 8475, 29657, 8201, 14467, 3346, 23838, 2604, 2066, 4372, 15173, 2209, 13759, 14759, 26183, 1802, 12307, 11353, 8204, 11242, 2662, 2510, 20451, 12005]
30732	[12460, 17080, 13108, 19110, 311, 21718, 355, 36168, 37592, 37362, 17219, 17039, 21753, 21762, 30898, 32207, 36780, 15530, 9593, 231, 15045, 26409, 31606, 17076]	[21805, 21446, 146, 17039, 13108, 311, 15528, 22799, 496, 21753, 17080, 36167, 15542, 20714, 15045, 34507, 9593, 5366, 3027, 257, 8026, 231, 140, 26409, 22555, 12322, 174, 17219, 355, 17211, 12449, 37362, 37592, 21764, 21453, 14904, 530, 97, 21, 19922, 399, 21438, 17076, 5367, 29560, 24409, 15531, 15750, 24051, 36498, 15358, 17220, 21450, 19110, 37539, 114, 29625, 19105, 248, 22809, 12432, 21779, 21563, 29576, 22818, 392, 4725, 17217, 25919, 12665, 36168, 29556, 37201, 14897, 26, 35106, 152, 21768, 12654, 294, 35866, 34192, 17086, 33675, 37048, 15530, 15533, 36780, 9914, 24422, 15536, 19108, 25953, 8025, 21769, 21766, 275, 15048, 29574, 30898]
30733	[26237, 26596, 15979, 26589, 32953, 3431, 20942, 30988, 32652, 27512, 23107, 27144, 35653, 16499, 23066, 32962, 37637, 23630, 32960, 30532, 32315]	[30532, 32952, 23082, 11125, 23052, 32315, 23073, 23077, 32953, 32962, 20163, 30807, 32960, 15979, 29583, 30537, 24067, 23116, 27763, 23678, 16108, 23076, 32652, 30988, 32958, 31920, 27512, 23085, 34174, 30001, 29754, 20103, 18607, 32957, 26276, 23107, 31302, 33862, 37637, 26589, 23053, 35653, 3431, 23342, 20942, 22462, 16102, 23096, 26596, 27144, 23066, 35122, 22458, 23060, 29920, 35322, 23098, 21412, 21277, 11124, 29606, 21411, 25722, 23050, 28162, 30805, 22478, 26237, 3952, 26258, 23630, 16499, 29917, 24573, 23048, 22460, 29603, 17800, 33849, 16095, 21421, 24731, 33859, 19264, 7367, 32566, 24151, 18744, 29919, 23081, 30707, 29619, 28585, 35446, 31304, 33732, 22467, 34172, 27243, 32965]
30734	[22138, 8376, 9285, 5175, 17722, 2963, 36880, 32633, 32928, 25860, 13025, 8343, 4313, 8667, 10465, 36645, 5063, 15474, 10486, 851, 33308, 6722, 21745, 3790, 35842, 8436, 1540, 37248, 28896, 5186, 10468]	[11636, 25860, 13033, 5323, 10463, 15474, 4510, 10465, 9569, 8667, 9285, 7890, 18169, 14369, 15448, 26572, 23686, 13041, 3647, 5396, 15444, 9278, 5175, 13038, 9989, 18168, 8343, 21745, 783, 12015, 22411, 5339, 16623, 2963, 36880, 31585, 27795, 24039, 10569, 796, 3771, 3245, 21407, 15417, 10508, 33308, 13282, 12331, 15436, 7335, 17743, 24458, 27835, 10431, 6659, 8436, 15450, 13025, 12330, 10468, 4953, 13031, 24559, 32633, 12017, 10486, 34344, 18170, 3626, 3525, 15453, 10752, 31494, 5186, 24453, 14441, 5063, 13028, 5395, 5378, 28908, 19866, 3629, 37212, 14439, 5325, 3603, 3291, 9893, 28915, 5326, 3649, 15455, 8756, 21359, 27890, 36645, 15472, 14680, 37248]
30735	[20407, 11511, 9054, 29343, 15192, 33194, 2050, 30370, 8824, 11098, 33053, 15273, 892, 1061, 781, 5377, 8849]	[13906, 11511, 8369, 781, 20235, 2050, 8849, 20407, 6, 11521, 2365, 7038, 22426, 24367, 2699, 1036, 1035, 2064, 7570, 33194, 7786, 15275, 1256, 25666, 660, 4, 30370, 892, 8824, 11965, 14420, 11098, 22427, 23139, 7508, 15192, 15273, 5485, 2604, 13480, 1044, 2392, 21261, 893, 9805, 7491, 3287, 29343, 5377, 22431, 1061, 5465, 28725, 4320, 10133, 35670, 2350, 1038, 13905, 1227, 20302, 23131, 14775, 5538, 15277, 14766, 16585, 27901, 20311, 33053, 5517, 1189, 11480, 7942, 2541, 1138, 24340, 9054, 35683, 1979, 5484, 3273, 26516, 30947, 7126, 12930, 3750, 9834, 7626, 2009, 26224, 24684, 7354, 6502, 14794, 9052, 661, 4539, 11962, 1032]
30736	[3421, 2926, 1532, 6159, 1016, 11120, 29814, 2709, 26501, 4800, 13440, 0, 11894, 8696, 3307, 3247]	[786, 11894, 2709, 2014, 1025, 3421, 1532, 0, 7130, 11120, 868, 3245, 87, 6159, 783, 2012, 12, 649, 721, 11650, 15, 813, 731, 82, 2926, 3307, 821, 81, 93, 981, 760, 3247, 4111, 3489, 5906, 1718, 3259, 1826, 11, 4711, 2784, 11649, 773, 1016, 1682, 6651, 10730, 654, 3129, 4497, 737, 4331, 845, 4800, 1551, 6652, 768, 797, 7424, 2737, 2902, 6134, 1853, 26501, 826, 13440, 765, 8037, 8752, 657, 5340, 5504, 92, 9012, 1445, 653, 785, 14643, 4503, 709, 2019, 2818, 4995, 10159, 1540, 7425, 764, 688, 669, 3536, 2742, 2775, 8696, 75, 19709, 18790, 665, 7881, 9263, 3430]
30737	[16650, 30390, 30544, 20951, 20942, 3996, 17897, 36738, 31076, 16664, 18008, 27555, 33389, 16168, 32223, 32220, 25078, 18494, 25988, 35871, 30580, 28513, 20349, 11466, 2902, 36458, 28839, 31494, 33523, 16662, 34922, 23166, 36754, 26462, 37105, 14488, 3186, 37821, 10982, 24194, 28840, 37197, 26473, 31381, 27294, 3968, 34280, 33228, 37833, 37350, 35995, 1010, 4557, 1029, 24433, 33352, 14295, 35413, 33784, 36206, 34107, 29180, 17888, 32305, 16600, 35313, 37846, 28482, 27315, 16660, 33786, 31379, 35649, 16256, 21289, 15617, 20348, 16241, 27498, 27523]	[20349, 23117, 11124, 16028, 25717, 30580, 32305, 30445, 1010, 20940, 17897, 28286, 880, 25988, 7371, 3968, 28393, 16241, 36548, 7387, 26965, 34353, 5249, 28729, 14276, 20942, 24956, 34492, 35413, 4557, 33479, 21411, 20348, 33514, 19190, 19091, 34658, 19525, 16662, 27491, 27029, 27814, 20526, 22750, 23265, 33854, 33735, 36754, 28384, 25975, 16650, 20974, 21420, 22463, 21421, 28482, 21412, 20946, 28513, 26462, 24953, 33739, 24573, 27518, 3186, 18923, 3842, 23600, 3996, 32223, 3145, 14281, 24858, 20838, 33614, 17251, 25603, 29303, 3155, 27498, 33864, 16197, 23266, 29260, 26473, 27519, 23166, 34922, 24960, 35649, 26458, 18008, 28839, 17889, 32220, 32055, 16835, 35316, 25891, 16664]
30738	[20241, 3788, 6020, 9291, 24559, 4279, 28600, 8693, 10505, 11397, 31511, 5876, 796, 10377, 24461, 14423, 5023, 28720, 15456, 773, 5322, 9574, 30457, 28915, 694, 9624, 1533, 18174, 8, 826, 5157, 9582, 10208, 12, 10750, 22279, 7247, 2731, 16617, 15414, 5018, 790, 15, 7722, 5024, 766, 24062, 703, 3083, 3690, 23950, 7261, 2815, 2640, 19628, 6761, 2716, 1947, 9176]	[783, 5175, 8412, 786, 852, 790, 3600, 8693, 9578, 12906, 12859, 18174, 12330, 762, 9569, 7428, 9989, 4502, 5322, 2801, 15, 8404, 13282, 773, 15457, 2964, 13372, 771, 2706, 3245, 9893, 12679, 2781, 14396, 2815, 3300, 7261, 2724, 14404, 9501, 3083, 2787, 10752, 5395, 0, 774, 4999, 5323, 2796, 2902, 5235, 4936, 10750, 768, 2731, 23950, 652, 5396, 8, 3651, 9139, 1003, 13041, 9577, 12331, 1548, 16979, 20510, 12017, 8329, 13028, 14403, 8679, 6659, 1529, 787, 7247, 3490, 5354, 24449, 9987, 3807, 14416, 14435, 11636, 1541, 776, 772, 13277, 649, 2023, 3248, 8690, 14397, 2792, 5381, 23686, 3045, 4963, 2867]
30739	[1001, 6153, 3647, 30663, 13021, 7411, 29811, 3626, 9335, 2877, 1003, 1626, 15414, 783, 3806, 19866, 21623, 648, 2014, 15058, 2803, 2865, 2706, 4500, 7428, 819]	[783, 3245, 2706, 3259, 773, 2014, 1826, 1541, 5361, 2902, 1540, 3647, 3806, 2803, 8649, 4936, 4500, 14423, 2023, 15, 2796, 2012, 19866, 786, 652, 16625, 7130, 33560, 2793, 9501, 12, 2179, 21623, 18174, 7428, 1003, 762, 648, 16377, 2904, 20510, 7425, 10752, 2877, 9989, 4078, 1025, 13021, 1001, 3603, 3626, 650, 4860, 657, 819, 2791, 8287, 811, 2709, 4953, 4939, 82, 11894, 15414, 7436, 710, 12899, 784, 4927, 653, 10508, 9285, 81, 2851, 4509, 5340, 7597, 2748, 7411, 15058, 1548, 6153, 8667, 7262, 5387, 7890, 11, 1531, 2779, 9624, 9574, 11652, 2787, 4091, 10890, 31494, 93, 20240, 9335, 2637]
30740	[979, 4277, 19709, 36949, 2889, 3083, 28049, 653, 5683, 3057, 7163, 18615, 9278, 14394, 32006, 8415, 24464, 34722, 3489, 7349, 3574, 28289, 2835, 8399, 13039, 9585, 13564, 6746, 28975, 5726, 4380, 29429, 4303, 14541, 4963, 13915, 14367, 19910, 15457, 37089, 28905, 21341, 21837, 25860, 29982, 20482, 24585, 36885]	[3248, 768, 9278, 88, 1017, 4303, 4380, 4963, 4274, 27799, 13609, 2835, 13028, 8415, 7830, 796, 19709, 2860, 7335, 21341, 27795, 9574, 5381, 12164, 9893, 10383, 16226, 4979, 15446, 9501, 15463, 3583, 6059, 17643, 28049, 28289, 20482, 3057, 3574, 786, 3689, 5726, 13039, 18782, 6715, 29993, 2853, 767, 4911, 6803, 36885, 3788, 842, 674, 4275, 685, 4101, 14964, 2896, 4510, 6038, 7163, 15457, 12545, 12810, 9286, 4796, 8399, 3051, 846, 34722, 2889, 14651, 4294, 3076, 17709, 3506, 25860, 8750, 3077, 18615, 32006, 8667, 743, 3083, 2894, 12119, 22984, 4498, 27937, 5270, 5685, 5373, 14391, 17649, 18367, 722, 9585, 20240, 21837]
30741	[19381, 23263, 23271, 36074, 19468, 33353, 23276, 23275, 34234, 33517, 26324, 36700, 19471, 36355, 26543, 19424, 19427, 19453]	[23258, 19468, 19453, 36606, 36355, 33353, 23278, 36354, 34234, 23271, 32747, 32744, 23273, 19473, 23256, 23272, 36074, 23263, 19424, 36785, 10572, 23260, 33323, 23248, 33517, 19077, 19471, 36283, 19983, 23268, 29832, 23255, 19381, 31238, 26543, 37323, 33142, 23262, 34241, 19450, 34240, 26738, 28717, 23270, 34242, 19990, 19991, 35445, 23259, 25694, 25838, 23257, 25834, 34236, 33141, 34181, 25093, 19427, 33516, 10566, 25047, 23873, 26545, 36353, 34237, 25046, 19464, 23250, 25689, 17347, 19083, 23275, 36580, 17366, 28716, 26324, 23249, 20519, 23269, 9812, 36064, 33440, 26741, 23274, 26743, 34238, 17362, 24366, 36700, 19458, 36243, 33140, 19433, 36868, 33621, 36797, 23276, 13199, 33329, 26084]
30742	[3519, 28847, 30912, 20194, 7964, 8406, 11418, 3788, 14546, 33246, 14942, 24579, 10452, 2862, 4079, 9263, 2825, 34774, 14317, 26011, 7120, 28600, 16606, 14397, 16619, 6030, 14421, 36641, 13034, 28096, 31756, 15465, 3801, 14436, 34955, 7249, 35842, 14404, 17643, 5378, 36491, 6134, 17622, 8331, 7242, 14396, 9989, 36808, 34904, 7261, 24456, 12859]	[5175, 13609, 13282, 5396, 9569, 14435, 4502, 8412, 9989, 10752, 13028, 8329, 13039, 15465, 8693, 796, 17145, 4963, 3600, 22074, 13033, 14438, 8404, 15473, 9893, 2825, 22234, 5378, 14404, 12905, 10481, 22287, 14396, 20748, 7261, 6659, 20194, 7335, 3245, 18174, 12331, 2959, 5323, 13668, 5339, 10377, 5381, 24456, 8415, 14439, 14436, 846, 15456, 26572, 8403, 11397, 6053, 13038, 12015, 2862, 30207, 9574, 9501, 17641, 7242, 2731, 17713, 2964, 16619, 12330, 35024, 17643, 10466, 7228, 6797, 14371, 13446, 25059, 14397, 12859, 16611, 8667, 30912, 15476, 4509, 13441, 18175, 12679, 25860, 28848, 15418, 9581, 2860, 7248, 23686, 14942, 9139, 16251, 3248, 11636]
30743	[4426, 9387, 11547, 8196, 31841, 17245, 11601, 13465, 26137, 15169, 7943, 653, 5137, 10979, 2172, 1448]	[4426, 2172, 11601, 5137, 9361, 10900, 1616, 13465, 926, 13481, 26137, 9387, 2219, 11547, 6407, 31141, 10979, 8196, 5100, 17245, 1590, 4654, 1448, 15103, 9864, 18157, 7943, 7490, 7488, 20601, 1135, 1818, 1585, 5605, 1165, 11585, 2553, 16585, 4661, 8192, 7570, 17681, 1156, 9857, 31841, 15169, 35193, 1094, 19735, 7123, 13123, 8709, 1580, 18433, 653, 1170, 1035, 10250, 15109, 8834, 8824, 2678, 898, 8074, 4543, 900, 13121, 7126, 4427, 21692, 5212, 10595, 780, 7089, 1070, 7062, 13130, 15135, 13014, 1992, 4483, 4259, 17687, 23608, 1521, 1442, 7897, 6982, 4526, 5530, 919, 4415, 8809, 1594, 4017, 6581, 1609, 8799, 5516, 1404]
30744	[18072, 786, 19866, 12545, 5053, 30617, 13281, 7584, 17280, 1709, 16413, 30912, 36182, 7261, 24619, 25145, 15414, 17177, 801, 9284, 3806, 11301, 806, 9574, 2866, 31751]	[768, 9574, 89, 786, 5037, 2963, 653, 9893, 8672, 5381, 2866, 3626, 7261, 1708, 7890, 7722, 806, 30641, 10218, 25145, 15414, 19707, 30912, 5383, 11301, 22776, 16413, 3317, 4907, 17177, 3300, 7872, 17280, 5053, 13281, 24619, 8690, 30617, 9284, 4953, 3591, 13770, 9270, 7584, 5399, 20194, 27975, 31751, 1709, 743, 845, 31701, 7435, 760, 10413, 844, 852, 14521, 5719, 11045, 24062, 14643, 12545, 23686, 79, 19866, 19907, 11892, 765, 18072, 1538, 801, 8634, 3506, 28891, 9578, 4796, 24719, 22284, 4502, 26307, 36182, 6722, 3083, 1551, 736, 5373, 30746, 15456, 5393, 28899, 3635, 19853, 3304, 22246, 9278, 3526, 3806, 3634, 19852]
