user_id	user_ground_truths	user_top_k_prediction
49162	[51559, 86370, 78029, 54593, 70860, 81002, 48398, 57851, 83313, 76335, 71797, 78125, 83374, 75740, 74215, 58872]	[64538, 64500, 52865, 76335, 87059, 78029, 64482, 51536, 80115, 70860, 76332, 83313, 74215, 54593, 74243, 81549, 85932, 61363, 51550, 64515, 71528, 75740, 79540, 54711, 66496, 83374, 75131, 79537, 63815, 86370, 78743, 84822, 79542, 59792, 64489, 62677, 52868, 75996, 78862, 68566, 73288, 58872, 51446, 48398, 76027, 54581, 54336, 64564, 57052, 47290, 61072, 68180, 54753, 71885, 64508, 48824, 79541, 51576, 61982, 64521, 68578, 83151, 72207, 60346, 87286, 74213, 76336, 78592, 64480, 54659, 57053, 71308, 65270, 59555, 78125, 50523, 50526, 50521, 81002, 72579, 74224, 75030, 72920, 79972, 78003, 71888, 59337, 64499, 69243, 83383, 59575, 61347, 36471, 54343, 68612, 52862, 71797, 48191, 79987, 38740]
49163	[57460, 48188, 52969, 57446, 73848, 74398, 61709, 70912, 64507, 52848, 52866, 54662, 64508, 64959, 62687, 54666, 54659, 67681, 52850, 61357, 67172, 59576, 43625, 48845, 75026]	[54666, 36471, 38753, 38959, 38718, 59805, 28809, 50523, 42725, 64566, 48438, 54662, 52860, 42726, 67298, 51964, 64508, 52866, 54659, 52839, 57066, 24989, 64250, 51455, 38728, 64536, 43750, 63816, 61709, 64507, 52850, 78003, 52969, 46709, 58906, 62563, 64570, 61378, 55377, 38720, 50525, 74398, 64081, 54325, 52867, 67172, 48439, 62010, 60189, 49146, 57463, 53939, 51965, 38961, 59576, 52848, 64545, 66661, 40191, 62964, 50455, 59330, 48155, 36473, 59742, 65531, 42728, 48843, 48882, 67681, 38713, 45974, 69239, 50520, 61357, 54618, 48188, 43618, 64540, 68177, 72579, 36448, 70912, 58864, 48397, 48845, 52559, 59944, 38738, 50519, 41918, 51557, 52844, 54620, 50526, 62560, 71798, 48653, 68178, 49138]
49164	[63408, 63371, 74150, 37886, 65444, 60154, 37863, 68094, 72522, 42685, 60921, 76820, 43223, 37840, 53983, 37848, 63676, 75672, 79806, 37847, 33034, 27843, 68524, 68525, 72115, 77249, 37892, 58147, 37887, 63442, 81697]	[37863, 37847, 53983, 70345, 37856, 37879, 75672, 25916, 68524, 37865, 65444, 53268, 37796, 28244, 28245, 81248, 49777, 60921, 37849, 37892, 57639, 63676, 58147, 37866, 37886, 66841, 60154, 37859, 76577, 27843, 63429, 54025, 37848, 56161, 79806, 53991, 71472, 37887, 66690, 37820, 64941, 85971, 68525, 37846, 37840, 72115, 49771, 62294, 37854, 73761, 72522, 76755, 51580, 75869, 62299, 63365, 37869, 80011, 79408, 54010, 63426, 66845, 63406, 63456, 37809, 53995, 60552, 62296, 53997, 37877, 79600, 53992, 69745, 81697, 37868, 76754, 50904, 56149, 37810, 53988, 54005, 54217, 63408, 74150, 53271, 73768, 67925, 53269, 54009, 28242, 63416, 56156, 51585, 59019, 80834, 63384, 81073, 67431, 58183, 60916]
49165	[46230, 55939, 89931, 36840, 36183, 44884, 71969, 70283, 38722, 42339, 85788, 84308, 69391, 64121, 70363, 45245, 22841, 49185, 60029, 76837, 69682, 17197, 70654, 55677, 34902, 70090, 53851, 2215, 64101, 61268, 45716, 50810, 69863, 67565, 73474, 57314, 74341, 59104, 71862, 34054, 69236, 74691, 64195, 66034, 55432, 61299, 69928, 17892, 53321, 52629, 83565, 54888, 72118, 59129, 26156, 88647, 89268, 76107, 64558, 80900, 54767, 69770, 69392, 64979, 74818, 50399, 73893, 81259, 53982, 64102, 57023, 42679, 75931, 55394, 45114, 52896, 48172, 75770, 63491, 66257, 48248, 70150, 75845, 13528, 64197, 74288, 33639, 74481, 13632, 73566, 73917, 75594, 89889, 48382, 44896, 73516, 60929, 71898, 47188, 56363, 55285, 73181, 60924, 28721, 69654, 54165, 76310, 77366, 55806, 70839, 70978, 70836, 85143, 82872, 70401, 76311, 77601]	[44557, 56376, 72118, 47477, 69682, 70159, 9518, 42682, 70049, 26156, 28918, 60946, 48167, 55624, 69236, 60018, 64197, 55370, 47476, 53962, 58930, 28721, 61826, 57517, 55118, 60929, 58868, 55695, 50411, 62161, 16079, 54157, 60021, 24975, 70334, 55663, 32815, 60409, 56538, 64603, 15577, 72334, 48529, 55621, 75270, 55622, 59204, 44553, 64121, 55677, 75771, 50399, 61870, 55507, 62504, 49185, 42339, 48655, 59798, 66257, 69851, 52428, 67597, 42678, 64814, 43417, 76455, 46526, 46230, 47474, 64404, 49845, 63762, 66034, 67829, 56536, 64610, 64272, 46447, 13763, 48382, 56192, 60958, 84381, 55626, 53514, 69863, 61265, 50681, 68659, 61873, 53944, 47792, 70836, 45114, 77601, 53982, 55628, 67897, 60938]
49166	[70062, 53245, 60143, 58475, 83501, 58297, 50461, 47568, 45521, 40880, 40883, 61912, 83576, 41139, 70429, 69862, 77287, 351, 70185]	[41139, 47394, 46171, 45126, 15025, 73119, 47568, 44246, 77287, 54390, 5260, 70062, 4343, 58481, 61917, 54124, 68546, 59006, 69870, 17259, 69862, 70429, 7708, 83501, 32140, 46172, 54117, 40880, 58475, 83576, 57384, 78173, 61912, 64309, 58489, 76536, 63120, 60995, 60021, 69113, 17213, 16944, 351, 26518, 60143, 14462, 44196, 37064, 40883, 59121, 45521, 62500, 58493, 21695, 76833, 54123, 49008, 53889, 71974, 57573, 46013, 47590, 47095, 47575, 17260, 45446, 14140, 71526, 74367, 15671, 40623, 16285, 33021, 67567, 57252, 36317, 66753, 51111, 51378, 69989, 49789, 57859, 58924, 70185, 39177, 45277, 49790, 41446, 63174, 16033, 41140, 53894, 53245, 81352, 59007, 51110, 55816, 50179, 16997, 42764]
49167	[27335, 72667, 69605, 45748, 75172, 45755, 83465, 83209, 88550, 45750, 83216, 89924, 69796, 89560, 83999, 44235, 89533, 87759, 80731, 70007]	[61770, 45750, 45202, 57834, 45748, 53099, 76360, 80059, 66459, 80614, 61472, 61812, 54979, 56962, 73934, 73003, 47197, 71863, 44235, 55742, 44236, 65253, 83216, 71053, 69798, 51837, 87759, 45755, 45747, 62734, 79205, 88550, 73932, 69796, 73935, 83209, 61777, 73960, 79014, 83032, 61804, 72667, 45754, 22916, 83999, 89533, 60647, 81289, 32646, 61781, 73931, 69605, 63538, 83465, 80731, 45765, 81946, 89924, 73950, 82849, 80729, 61797, 73956, 73376, 26469, 57756, 73508, 73969, 58383, 47352, 62491, 76883, 64090, 90709, 60491, 73505, 57815, 74304, 72666, 56832, 89560, 81528, 73507, 61788, 74459, 84738, 80064, 88429, 61545, 82246, 88967, 80720, 70613, 55381, 70067, 85311, 22934, 89038, 84439, 52127]
49168	[85780, 34099, 59944, 78708, 55198, 34098, 27664, 34197, 13763, 6945, 37565, 6948, 46806, 47469, 55622, 77466, 61138, 59112, 11021, 11022, 13785, 43690, 89712]	[41153, 6948, 6945, 26168, 6960, 34098, 6944, 27664, 26167, 20893, 11021, 26166, 23635, 12175, 37542, 6973, 6954, 28742, 53254, 9596, 6955, 47469, 13785, 70219, 9654, 14176, 6989, 11022, 37565, 70161, 46806, 55622, 6946, 53953, 19486, 59112, 7010, 6979, 25352, 53873, 27411, 9037, 26165, 32711, 59130, 61138, 78708, 34099, 28802, 37923, 39743, 60927, 6980, 14519, 14726, 6961, 40481, 20098, 31083, 70220, 40480, 28815, 6956, 34197, 40680, 21813, 6970, 40126, 7549, 39487, 55198, 78052, 6949, 56758, 6972, 7866, 1869, 17579, 66377, 77466, 39742, 9646, 12208, 18586, 39667, 60594, 2803, 38998, 6962, 41239, 35780, 7572, 2954, 73987, 43690, 13763, 63300, 72447, 37735, 7563]
49169	[63508, 49542, 55121, 70852, 38723, 57448, 86419, 64060, 66706, 84844, 72375, 79764, 84010, 59582, 74372, 79391, 79393]	[62677, 66830, 47326, 79391, 57448, 40191, 84844, 84010, 38723, 59582, 28811, 55121, 72375, 45983, 49542, 36471, 78643, 52850, 79764, 57941, 64060, 48114, 79393, 82039, 52867, 74107, 63508, 28809, 58875, 28799, 38728, 70852, 48109, 29962, 66706, 64591, 58883, 66290, 74372, 47999, 75035, 73064, 60423, 38680, 56751, 78605, 51446, 53856, 70994, 68087, 60889, 54163, 47280, 73884, 24979, 50944, 79961, 58357, 45988, 64534, 57061, 82633, 28732, 65136, 69563, 40042, 64548, 76923, 28760, 38718, 75368, 53945, 83051, 73301, 39516, 75087, 86419, 59330, 54659, 47302, 66431, 59337, 47335, 28755, 57939, 76427, 75729, 60411, 38755, 47275, 50946, 80563, 84994, 54618, 74101, 64490, 58892, 37930, 38706, 62665]
49170	[88169, 87793, 83447, 81602, 47270, 77026, 28810, 84970, 88217, 88218, 38712, 85700, 47296, 90788, 65384, 66529, 54589, 70755, 67075, 67593, 84346, 82993, 70086, 84463, 87298]	[51536, 37277, 54711, 51559, 56831, 72262, 84463, 74691, 47314, 71530, 70086, 48191, 83447, 82066, 37260, 57624, 77026, 47345, 87793, 54706, 67075, 54615, 80796, 72839, 74243, 64892, 65384, 54586, 86497, 70832, 51534, 77021, 85793, 90788, 37253, 65270, 82993, 67593, 61380, 73846, 70737, 48848, 64500, 60367, 73749, 63182, 54548, 82660, 53654, 70755, 37216, 85700, 88217, 88218, 47315, 54696, 87298, 85013, 65385, 55666, 64952, 47296, 72841, 84346, 37284, 86906, 69108, 66487, 73556, 77020, 69452, 81256, 66529, 72271, 65282, 38712, 83610, 79160, 54589, 58786, 87229, 43627, 66441, 86170, 88305, 88766, 50596, 50428, 87797, 78935, 55659, 38745, 87819, 88678, 76906, 68123, 74229, 37247, 84466, 87456]
49171	[49709, 52834, 39029, 66499, 61234, 66503, 63816, 68177, 62561, 80251, 52848, 52841, 54659, 61233, 87618, 59570, 10908, 63815, 74346, 64548, 57463, 76023, 38751, 59577, 65526, 66661, 63734, 80131, 48371]	[43750, 36471, 38959, 38720, 54659, 50523, 52839, 61378, 38753, 42725, 52860, 59570, 48155, 63816, 54666, 38740, 42726, 38718, 52848, 28809, 36473, 52559, 66661, 49138, 48653, 59805, 65531, 54325, 52565, 36448, 38751, 72579, 52865, 50525, 52844, 36457, 68177, 38743, 48900, 42728, 50515, 60345, 50521, 36458, 67298, 55377, 57066, 49709, 64500, 64545, 38727, 50526, 64250, 49723, 58906, 61357, 59332, 40159, 64507, 58898, 52558, 71621, 69239, 39026, 51422, 60344, 64588, 64543, 64554, 77537, 36470, 50154, 54620, 59792, 54343, 76001, 64548, 71308, 41914, 48882, 59333, 47379, 62560, 56745, 71798, 38738, 61233, 50151, 50513, 55375, 80251, 52834, 60347, 61369, 74038, 62693, 52835, 58865, 52853, 39037]
49172	[30620, 30640, 42822, 7092, 51805, 27322, 7082, 24692, 57649, 24693, 51787, 51788, 27275, 27336, 27337, 27338, 20105, 27339, 51799, 74265, 7051, 57815, 58123, 55791, 42433]	[7082, 30620, 51787, 20105, 7092, 24692, 58123, 27339, 27322, 890, 27338, 10509, 27335, 30640, 51799, 57649, 854, 24693, 51788, 27337, 27275, 55791, 27336, 894, 7051, 7058, 43564, 7054, 51805, 74265, 56541, 27273, 2779, 12007, 34969, 42433, 7055, 8193, 53076, 27182, 10557, 59960, 10515, 57815, 11131, 55790, 5889, 47785, 43173, 65497, 43486, 3188, 893, 77791, 42763, 64188, 2982, 8424, 69917, 62897, 41281, 2123, 58195, 40851, 47621, 3440, 68464, 56540, 2357, 43488, 8248, 8267, 54958, 10895, 49030, 12882, 3252, 20659, 40518, 41653, 5964, 49017, 3456, 39571, 12984, 59265, 43903, 2420, 52541, 53077, 3737, 2714, 29210, 49032, 7056, 59513, 80774, 47783, 4147, 13]
49173	[28785, 66495, 68169, 62964, 74038, 68672, 53311, 54659, 70831, 61233, 38727, 61352, 49853, 59739, 27430, 38751, 85305, 61372, 62011, 42728, 75120]	[36471, 38959, 52839, 42725, 38718, 42726, 38753, 50523, 52860, 42728, 62010, 43750, 48171, 38727, 64566, 61233, 52559, 36448, 59805, 36473, 38751, 64250, 48155, 49723, 48882, 50520, 80251, 51964, 45974, 64570, 64545, 48157, 54666, 54659, 65531, 64536, 24989, 58906, 39026, 68600, 52558, 40159, 55377, 39037, 60345, 62964, 54662, 61234, 64543, 66495, 74038, 46709, 85305, 73280, 52853, 28809, 49138, 38743, 54325, 51422, 64248, 57066, 70092, 49853, 38728, 48653, 52565, 52834, 77812, 50525, 36458, 43634, 48650, 62011, 53945, 58898, 54620, 48814, 61378, 50526, 52848, 36457, 38740, 71621, 62506, 74345, 46695, 59332, 61262, 59335, 64521, 48439, 62960, 54166, 64585, 49146, 48138, 58864, 67683, 74901]
49174	[21051, 76874, 33721, 26571, 73921, 45817, 39663, 48865, 7972, 27068, 24783, 49635, 48715, 67188, 74757, 77019]	[33721, 27068, 7972, 545, 67188, 45817, 32113, 48865, 26571, 12897, 74757, 8231, 32386, 32381, 48715, 77019, 39663, 49635, 76874, 41375, 21051, 73921, 3252, 6190, 13028, 45694, 835, 1858, 34552, 8267, 43259, 18578, 40297, 890, 24783, 21586, 41261, 51401, 8416, 21136, 47670, 4014, 35869, 1865, 2982, 43583, 11131, 12799, 53826, 62944, 12728, 52914, 27297, 6929, 28878, 854, 7919, 51595, 42824, 50469, 9360, 37698, 76871, 53482, 43749, 26255, 31276, 65550, 20176, 24194, 8221, 19469, 7891, 35322, 18143, 35797, 7468, 7716, 28882, 6230, 29713, 60091, 5889, 10095, 10568, 57558, 20514, 40849, 39741, 30791, 5225, 59894, 6229, 57754, 18686, 2779, 79903, 3440, 1539, 54697]
49175	[48167, 51585, 70089, 55716, 27398, 72641, 79043, 26552, 69380, 52966, 67672, 77663, 75711, 52275, 78793, 65856, 45245, 47939, 73151]	[47477, 28918, 51585, 55370, 64814, 58144, 24975, 47474, 27398, 47476, 69380, 15577, 67672, 49868, 50399, 48167, 26552, 58930, 26544, 52272, 67588, 51853, 52966, 45245, 61873, 51951, 42936, 7685, 79043, 28721, 56248, 57083, 73140, 49857, 49851, 72044, 58928, 63303, 69384, 77663, 78583, 73151, 9518, 70908, 28783, 37245, 54100, 70081, 48248, 75711, 52275, 43417, 55469, 42770, 70345, 68629, 57517, 62816, 68017, 51949, 54675, 55280, 72908, 53514, 34193, 52276, 13491, 43415, 50411, 70089, 55444, 64404, 55118, 72641, 62504, 41768, 55709, 62166, 43412, 55670, 70022, 53927, 13763, 47939, 48382, 73797, 54076, 46230, 62307, 59798, 79992, 57521, 71685, 25547, 39136, 52274, 48487, 36142, 54079, 53904]
49176	[64561, 64550, 64551, 64552, 79395, 79906, 64579, 55965, 74834, 42722, 42723, 73903, 48672, 42729, 64549, 64573, 42730, 42724, 48496, 81986]	[42723, 64550, 42729, 74834, 64561, 64579, 79906, 55965, 64552, 42724, 79395, 64551, 42730, 64549, 48496, 42722, 65530, 73903, 64573, 48672, 81503, 77950, 48164, 61262, 86270, 42735, 81986, 77951, 79330, 72040, 83942, 68605, 72041, 79090, 72042, 64462, 85141, 42732, 83748, 75598, 78651, 83854, 86269, 45976, 42733, 64590, 85138, 42727, 45979, 64599, 42734, 85140, 45980, 45978, 39124, 80569, 77745, 85438, 45363, 52376, 1494, 9454, 86663, 49805, 3035, 50506, 78032, 64522, 85014, 2101, 17658, 9204, 23575, 9907, 58907, 85045, 9435, 12945, 79153, 7064, 78579, 87846, 63288, 8824, 80686, 16360, 4228, 7446, 74555, 79532, 65124, 33382, 24788, 9434, 17012, 64392, 15038, 3447, 64234, 32218]
49177	[20389, 14830, 19245, 75525, 75506, 69725, 82010, 37243, 81275, 62007, 80800, 76474, 52286, 20335, 20966, 62639, 39924, 73471, 69727, 53738, 71918, 86115, 49851, 60726, 76111, 77627, 72651, 60745, 72092, 66897, 66377, 84782, 52262, 53918, 83041, 78950, 81005, 60030, 91107, 55838, 38612, 306, 38596, 38602, 53934, 89123, 75436, 69181, 71931, 54723, 86542, 87138, 85400]	[64038, 64069, 75436, 86115, 14538, 21423, 60726, 80803, 37062, 50066, 84777, 44900, 64053, 52262, 31848, 52265, 35790, 71923, 67573, 44323, 37065, 306, 66064, 73913, 60475, 53972, 72122, 57407, 53278, 69723, 33486, 55838, 60760, 86542, 64195, 21305, 71931, 81275, 71927, 76474, 81585, 62007, 54076, 48423, 70401, 67715, 55444, 84784, 32815, 44859, 84782, 55854, 19245, 64068, 69727, 42975, 80800, 27945, 52304, 87138, 59768, 54060, 71908, 66377, 56536, 60724, 35787, 68088, 50411, 47350, 64028, 66653, 68919, 46226, 69725, 83041, 72092, 76111, 53277, 82236, 19097, 38612, 66201, 71925, 82517, 50065, 66291, 55869, 89123, 26035, 85037, 60033, 21775, 64995, 69367, 59210, 71918, 55146, 45357, 66817]
